concept_id,code,source,datatype
99,76734,MCL/CIEL,N/A
100,100,MCL/CIEL,N/A
100,100,local,N/A
101,101,local,Coded
101,101,MCL/CIEL,Coded
102,102,MCL/CIEL,N/A
102,102,local,N/A
105,105,local,N/A
105,105,MCL/CIEL,N/A
106,106,local,N/A
106,123565,MCL/CIEL,N/A
106,106,MCL/CIEL,N/A
107,143264,MCL/CIEL,Coded
107,107,local,Coded
108,108,MCL/CIEL,N/A
109,156794,MCL/CIEL,N/A
109,109,MCL/CIEL,N/A
110,110,local,N/A
110,136181,MCL/CIEL,N/A
111,111,MCL/CIEL,N/A
112,112,MCL/CIEL,N/A
113,113,MCL/CIEL,N/A
114,114,local,N/A
114,131113,MCL/CIEL,N/A
115,134615,MCL/CIEL,N/A
115,115,local,N/A
116,148432,MCL/CIEL,N/A
116,116,local,N/A
117,130184,MCL/CIEL,N/A
117,119905,MCL/CIEL,N/A
119,119,local,N/A
119,119,MCL/CIEL,N/A
120,120,MCL/CIEL,N/A
121,121,local,N/A
121,121,MCL/CIEL,N/A
123,123,local,N/A
123,116128,MCL/CIEL,N/A
124,124,MCL/CIEL,N/A
125,116838,MCL/CIEL,N/A
126,139438,MCL/CIEL,N/A
127,127,MCL/CIEL,N/A
128,128,MCL/CIEL,N/A
128,114797,MCL/CIEL,N/A
130,130,MCL/CIEL,N/A
131,119558,MCL/CIEL,N/A
131,131,local,N/A
133,117772,MCL/CIEL,N/A
134,134,MCL/CIEL,N/A
134,134,local,N/A
135,116543,MCL/CIEL,N/A
136,120749,MCL/CIEL,N/A
136,136,local,N/A
138,150555,MCL/CIEL,N/A
139,122948,MCL/CIEL,N/A
140,140,local,N/A
140,140,MCL/CIEL,N/A
141,141,MCL/CIEL,N/A
142,121689,MCL/CIEL,N/A
144,124654,MCL/CIEL,N/A
145,145,MCL/CIEL,N/A
147,147,MCL/CIEL,N/A
148,112234,MCL/CIEL,N/A
148,148,local,N/A
149,116995,MCL/CIEL,N/A
149,149,local,N/A
150,130305,MCL/CIEL,N/A
150,158843,MCL/CIEL,N/A
151,151,local,N/A
151,151,MCL/CIEL,N/A
155,155,MCL/CIEL,N/A
155,155,local,N/A
159,160432,MCL/CIEL,N/A
159,159,MCL/CIEL,N/A
159,159,local,N/A
160,121005,MCL/CIEL,N/A
161,161,local,N/A
161,135488,MCL/CIEL,N/A
162,162,MCL/CIEL,N/A
163,163,MCL/CIEL,N/A
165,126582,MCL/CIEL,N/A
165,165,local,N/A
166,166,MCL/CIEL,N/A
167,121605,MCL/CIEL,N/A
168,168,local,N/A
168,168,MCL/CIEL,N/A
171,171,MCL/CIEL,N/A
171,171,local,N/A
172,110834,MCL/CIEL,N/A
172,172,local,N/A
173,133499,MCL/CIEL,N/A
174,112992,MCL/CIEL,N/A
174,174,local,N/A
175,119481,MCL/CIEL,N/A
175,175,local,N/A
176,121387,MCL/CIEL,N/A
177,177,MCL/CIEL,N/A
177,177,local,N/A
178,178,MCL/CIEL,N/A
180,114985,MCL/CIEL,N/A
181,181,local,N/A
181,181,MCL/CIEL,N/A
182,182,MCL/CIEL,N/A
185,120718,MCL/CIEL,N/A
190,190,MCL/CIEL,N/A
190,190,local,N/A
197,117889,MCL/CIEL,N/A
198,122604,MCL/CIEL,N/A
199,116699,MCL/CIEL,N/A
201,121518,MCL/CIEL,N/A
202,127417,MCL/CIEL,N/A
204,204,local,N/A
204,120939,MCL/CIEL,N/A
206,206,MCL/CIEL,N/A
206,206,local,N/A
207,119537,MCL/CIEL,N/A
207,207,local,N/A
208,118821,MCL/CIEL,N/A
208,208,local,N/A
210,114262,MCL/CIEL,N/A
212,117905,MCL/CIEL,N/A
212,212,local,N/A
215,215,local,N/A
215,136443,MCL/CIEL,N/A
216,216,local,N/A
216,116331,MCL/CIEL,N/A
218,114431,MCL/CIEL,N/A
218,218,local,N/A
219,113517,MCL/CIEL,N/A
219,219,local,N/A
221,113227,MCL/CIEL,N/A
221,221,local,N/A
222,126423,MCL/CIEL,N/A
223,112493,MCL/CIEL,N/A
223,223,local,N/A
225,142486,MCL/CIEL,N/A
226,226,MCL/CIEL,N/A
228,228,local,N/A
228,228,MCL/CIEL,N/A
230,230,MCL/CIEL,Coded
235,85151,MCL/CIEL,N/A
235,235,local,N/A
237,79782,MCL/CIEL,N/A
237,237,local,N/A
238,81951,MCL/CIEL,N/A
241,241,MCL/CIEL,N/A
243,243,local,N/A
243,83023,MCL/CIEL,N/A
244,79413,MCL/CIEL,N/A
244,244,local,N/A
246,82127,MCL/CIEL,N/A
247,74745,MCL/CIEL,N/A
250,80637,MCL/CIEL,N/A
250,250,local,N/A
251,79723,MCL/CIEL,N/A
254,82732,MCL/CIEL,N/A
256,76342,MCL/CIEL,N/A
257,257,local,N/A
257,76609,MCL/CIEL,N/A
257,76613,MCL/CIEL,N/A
260,386991003,"SNOMED CT",N/A
260,260,MCL/CIEL,N/A
263,78010,MCL/CIEL,N/A
264,264,local,N/A
265,71160,MCL/CIEL,N/A
265,265,local,N/A
266,73239,MCL/CIEL,N/A
266,266,local,N/A
267,267,local,N/A
268,80363,MCL/CIEL,N/A
268,268,local,N/A
269,71188,MCL/CIEL,N/A
269,269,local,N/A
270,270,local,N/A
270,84893,MCL/CIEL,N/A
271,271,local,N/A
271,78873,MCL/CIEL,N/A
272,75842,MCL/CIEL,N/A
272,272,local,N/A
273,82023,MCL/CIEL,N/A
273,273,local,N/A
274,274,local,N/A
275,275,local,N/A
276,276,local,N/A
277,277,local,N/A
278,278,local,N/A
279,279,local,N/A
279,279,MCL/CIEL,N/A
280,280,local,N/A
281,281,local,N/A
282,282,MCL/CIEL,N/A
282,282,local,N/A
283,283,local,N/A
284,284,MCL/CIEL,N/A
284,284,local,N/A
285,285,local,N/A
286,286,local,N/A
287,287,local,N/A
288,288,local,N/A
289,289,local,N/A
290,77714,MCL/CIEL,N/A
290,290,local,N/A
291,291,local,N/A
292,292,local,N/A
293,293,local,N/A
294,294,local,N/A
294,294,MCL/CIEL,N/A
295,295,local,N/A
296,296,local,N/A
297,297,local,N/A
298,298,local,N/A
298,298,MCL/CIEL,N/A
299,299,local,Coded
299,299,MCL/CIEL,Coded
300,300,MCL/CIEL,Coded
300,300,local,Coded
301,301,local,Numeric
302,302,MCL/CIEL,N/A
302,302,local,N/A
302,161446,MCL/CIEL,N/A
303,303,local,Coded
304,304,MCL/CIEL,Coded
304,304,local,Coded
305,305,MCL/CIEL,Coded
305,305,local,Coded
306,306,MCL/CIEL,Coded
306,306,local,Coded
307,307,local,Coded
307,307,MCL/CIEL,Coded
308,308,local,Coded
309,309,local,Coded
309,309,MCL/CIEL,Coded
310,310,local,N/A
311,311,local,N/A
312,312,local,N/A
313,313,local,N/A
314,79250,MCL/CIEL,N/A
314,314,local,N/A
315,315,local,N/A
316,316,local,N/A
317,317,local,N/A
318,318,MCL/CIEL,N/A
318,318,local,N/A
319,319,local,N/A
320,320,MCL/CIEL,N/A
320,320,local,N/A
321,321,local,N/A
322,322,local,N/A
323,323,local,N/A
323,76948,MCL/CIEL,N/A
324,324,local,N/A
325,325,local,N/A
326,326,local,N/A
327,327,local,N/A
328,328,local,N/A
329,86341,MCL/CIEL,N/A
329,329,local,N/A
330,330,local,N/A
337,337,local,N/A
342,342,MCL/CIEL,N/A
347,347,local,N/A
348,80792,MCL/CIEL,N/A
348,348,local,N/A
349,349,local,N/A
350,350,local,N/A
351,351,MCL/CIEL,N/A
351,351,local,N/A
352,352,local,N/A
353,353,local,N/A
354,354,local,N/A
355,355,local,N/A
356,356,local,N/A
357,357,local,N/A
358,74666,MCL/CIEL,N/A
358,358,local,N/A
359,359,local,N/A
360,360,local,N/A
361,361,local,N/A
362,362,local,N/A
363,117152,MCL/CIEL,N/A
363,363,local,N/A
366,112498,MCL/CIEL,N/A
368,368,MCL/CIEL,N/A
370,111639,MCL/CIEL,N/A
374,374,local,Coded
374,374,MCL/CIEL,Coded
377,377,MCL/CIEL,Coded
377,377,local,Coded
379,379,local,N/A
380,380,MCL/CIEL,Coded
380,380,local,Coded
382,382,local,Coded
382,382,MCL/CIEL,Coded
384,384,local,Coded
384,384,MCL/CIEL,Coded
386,386,MCL/CIEL,Coded
386,386,local,Coded
390,390,MCL/CIEL,Coded
390,390,local,Coded
392,392,local,Coded
392,392,MCL/CIEL,Coded
394,394,MCL/CIEL,Coded
394,394,local,Coded
408,130845,MCL/CIEL,N/A
409,409,MCL/CIEL,N/A
413,413,MCL/CIEL,N/A
418,418,MCL/CIEL,N/A
429,79037,MCL/CIEL,N/A
431,431,MCL/CIEL,N/A
432,432,local,N/A
432,432,MCL/CIEL,N/A
436,74778,MCL/CIEL,N/A
438,438,local,N/A
438,84360,MCL/CIEL,N/A
441,441,local,N/A
441,441,MCL/CIEL,N/A
446,70991,MCL/CIEL,N/A
447,76464,MCL/CIEL,N/A
450,450,MCL/CIEL,N/A
450,450,local,N/A
456,148035,MCL/CIEL,N/A
460,460,MCL/CIEL,N/A
460,460,local,N/A
461,461,local,N/A
461,461,MCL/CIEL,N/A
467,467,local,N/A
467,113155,MCL/CIEL,N/A
481,481,MCL/CIEL,N/A
481,481,local,N/A
482,482,MCL/CIEL,N/A
487,487,MCL/CIEL,N/A
487,487,local,N/A
490,490,MCL/CIEL,N/A
491,82453,MCL/CIEL,N/A
492,492,MCL/CIEL,N/A
493,493,MCL/CIEL,N/A
494,494,MCL/CIEL,N/A
496,73041,MCL/CIEL,N/A
496,496,local,N/A
497,497,local,N/A
497,5135,MCL/CIEL,N/A
500,148251,MCL/CIEL,N/A
501,501,MCL/CIEL,N/A
504,504,MCL/CIEL,N/A
504,504,local,N/A
505,505,MCL/CIEL,N/A
505,505,local,N/A
506,506,local,N/A
506,506,MCL/CIEL,N/A
507,507,local,N/A
507,507,MCL/CIEL,N/A
512,512,local,N/A
513,513,local,N/A
513,513,MCL/CIEL,N/A
516,516,MCL/CIEL,N/A
516,516,local,N/A
517,517,MCL/CIEL,N/A
518,518,local,N/A
518,518,MCL/CIEL,N/A
520,520,MCL/CIEL,N/A
521,521,MCL/CIEL,N/A
522,522,MCL/CIEL,N/A
523,523,MCL/CIEL,N/A
527,527,MCL/CIEL,N/A
529,529,local,N/A
530,530,local,N/A
530,530,MCL/CIEL,N/A
531,531,local,N/A
532,532,local,N/A
533,533,local,N/A
534,133497,MCL/CIEL,N/A
534,534,local,N/A
535,535,MCL/CIEL,N/A
535,535,local,N/A
536,536,MCL/CIEL,N/A
536,536,local,N/A
537,537,local,N/A
538,538,MCL/CIEL,N/A
538,538,local,N/A
539,539,local,N/A
540,540,MCL/CIEL,N/A
540,540,local,N/A
541,541,MCL/CIEL,N/A
541,541,local,N/A
542,542,local,N/A
542,542,MCL/CIEL,N/A
543,543,MCL/CIEL,N/A
543,543,local,N/A
544,544,local,N/A
545,545,local,N/A
546,546,local,N/A
547,547,local,N/A
548,548,local,N/A
549,549,local,N/A
550,550,MCL/CIEL,N/A
550,550,local,N/A
551,551,local,N/A
552,552,local,N/A
553,553,local,N/A
554,554,local,N/A
555,555,local,N/A
556,556,local,N/A
557,557,local,N/A
558,558,local,N/A
559,559,local,N/A
560,560,local,N/A
561,561,local,N/A
562,562,MCL/CIEL,Coded
562,562,local,Coded
563,563,local,N/A
564,564,local,N/A
565,565,local,N/A
566,566,local,N/A
567,567,local,N/A
568,568,local,N/A
569,569,local,N/A
570,570,local,N/A
571,571,local,N/A
572,572,local,N/A
573,573,local,N/A
574,574,local,N/A
575,575,local,N/A
575,575,MCL/CIEL,N/A
576,576,MCL/CIEL,N/A
576,576,local,N/A
577,577,local,Boolean
578,578,local,Coded
579,579,local,Numeric
580,580,local,N/A
581,581,local,N/A
581,148346,MCL/CIEL,N/A
582,582,MCL/CIEL,N/A
582,582,local,N/A
583,583,local,N/A
584,584,local,N/A
585,585,local,N/A
586,586,local,N/A
587,587,local,N/A
588,588,MCL/CIEL,N/A
588,588,local,N/A
589,589,local,N/A
589,143050,MCL/CIEL,N/A
590,590,MCL/CIEL,N/A
590,590,local,N/A
591,126457,MCL/CIEL,N/A
591,591,local,N/A
592,592,local,N/A
593,593,local,N/A
594,594,local,N/A
599,599,MCL/CIEL,N/A
599,599,local,N/A
601,601,MCL/CIEL,Coded
602,602,MCL/CIEL,Coded
603,603,MCL/CIEL,Coded
620,620,local,N/A
620,139084,MCL/CIEL,N/A
625,625,local,N/A
625,84309,MCL/CIEL,N/A
628,78643,MCL/CIEL,N/A
628,628,local,N/A
629,629,local,N/A
630,630,MCL/CIEL,N/A
630,630,local,N/A
631,80586,MCL/CIEL,N/A
631,631,local,N/A
632,632,local,N/A
633,75523,MCL/CIEL,N/A
633,633,local,N/A
634,634,local,N/A
635,80487,MCL/CIEL,N/A
635,635,local,N/A
636,636,local,N/A
637,637,local,N/A
638,638,local,N/A
639,639,MCL/CIEL,N/A
639,639,local,N/A
640,640,local,N/A
641,641,local,N/A
642,642,local,N/A
643,643,MCL/CIEL,N/A
643,643,local,N/A
644,644,MCL/CIEL,N/A
644,644,local,N/A
647,647,local,N/A
653,653,MCL/CIEL,Numeric
653,653,local,Numeric
654,654,MCL/CIEL,Numeric
654,654,local,Numeric
655,655,MCL/CIEL,Numeric
655,655,local,Numeric
656,78280,MCL/CIEL,N/A
656,656,local,N/A
657,90,local,N/A
657,657,MCL/CIEL,N/A
657,657,local,N/A
664,664,MCL/CIEL,N/A
664,664,local,N/A
666,666,MCL/CIEL,N/A
668,668,MCL/CIEL,N/A
668,668,local,N/A
671,671,local,N/A
671,671,MCL/CIEL,N/A
674,674,MCL/CIEL,N/A
675,675,MCL/CIEL,N/A
678,678,local,Numeric
678,678,MCL/CIEL,Numeric
679,679,MCL/CIEL,Numeric
679,679,local,Numeric
684,684,MCL/CIEL,N/A
684,684,local,N/A
686,686,MCL/CIEL,N/A
686,686,local,N/A
690,690,local,N/A
690,690,MCL/CIEL,N/A
692,692,local,N/A
692,692,MCL/CIEL,N/A
694,694,MCL/CIEL,N/A
694,694,local,N/A
696,696,MCL/CIEL,N/A
696,696,local,N/A
699,699,local,N/A
699,699,MCL/CIEL,N/A
701,701,local,N/A
701,701,MCL/CIEL,N/A
703,703,MCL/CIEL,N/A
703,703,local,N/A
705,705,MCL/CIEL,N/A
705,705,local,N/A
709,709,local,N/A
709,709,MCL/CIEL,N/A
713,713,local,N/A
713,713,MCL/CIEL,N/A
716,716,MCL/CIEL,N/A
717,717,MCL/CIEL,Numeric
717,717,local,Numeric
719,719,MCL/CIEL,N/A
722,722,MCL/CIEL,N/A
724,724,MCL/CIEL,N/A
725,725,MCL/CIEL,N/A
726,726,MCL/CIEL,N/A
729,729,MCL/CIEL,Numeric
729,729,local,Numeric
730,730,local,Numeric
730,730,MCL/CIEL,Numeric
731,83003,MCL/CIEL,N/A
732,70245,MCL/CIEL,N/A
733,70938,MCL/CIEL,N/A
735,735,local,N/A
735,71780,MCL/CIEL,N/A
737,73043,MCL/CIEL,N/A
737,737,local,N/A
740,73449,MCL/CIEL,N/A
740,740,local,N/A
743,74874,MCL/CIEL,N/A
743,743,local,N/A
745,745,local,N/A
745,75948,MCL/CIEL,N/A
747,76488,MCL/CIEL,N/A
747,747,local,N/A
748,77953,MCL/CIEL,N/A
749,749,local,N/A
749,77995,MCL/CIEL,N/A
751,79755,MCL/CIEL,N/A
752,78657,MCL/CIEL,N/A
755,78788,MCL/CIEL,N/A
759,72182,MCL/CIEL,N/A
762,762,local,N/A
762,762,MCL/CIEL,N/A
763,81550,MCL/CIEL,N/A
765,82446,MCL/CIEL,N/A
766,82912,MCL/CIEL,N/A
767,767,local,N/A
767,767,MCL/CIEL,N/A
768,768,MCL/CIEL,N/A
768,768,local,N/A
773,773,MCL/CIEL,N/A
774,774,MCL/CIEL,N/A
777,777,MCL/CIEL,N/A
779,73136,MCL/CIEL,N/A
779,779,local,N/A
780,780,MCL/CIEL,N/A
780,780,local,N/A
781,781,local,N/A
781,781,MCL/CIEL,N/A
782,782,MCL/CIEL,N/A
782,782,local,N/A
783,783,MCL/CIEL,N/A
783,783,local,N/A
784,81724,MCL/CIEL,N/A
784,784,local,N/A
785,785,MCL/CIEL,Numeric
785,785,local,Numeric
786,72120,MCL/CIEL,N/A
790,790,MCL/CIEL,Numeric
790,790,local,Numeric
791,75628,MCL/CIEL,N/A
791,791,local,N/A
792,792,local,N/A
792,792,MCL/CIEL,N/A
793,793,local,N/A
794,794,MCL/CIEL,N/A
794,794,local,N/A
795,795,local,N/A
795,83412,MCL/CIEL,N/A
796,74807,MCL/CIEL,N/A
796,796,local,N/A
797,86663,MCL/CIEL,N/A
797,797,local,N/A
798,798,MCL/CIEL,N/A
798,798,local,N/A
799,799,local,N/A
799,77329,MCL/CIEL,N/A
800,800,local,N/A
801,801,local,N/A
801,125061`,MCL/CIEL,N/A
802,802,local,N/A
802,84795,MCL/CIEL,N/A
803,803,local,N/A
804,804,local,N/A
805,805,local,N/A
806,806,local,N/A
807,807,local,N/A
808,808,local,N/A
809,809,local,N/A
810,71193,MCL/CIEL,N/A
810,810,local,N/A
811,811,local,N/A
812,812,local,N/A
813,813,local,N/A
814,814,local,N/A
814,70056,MCL/CIEL,N/A
815,815,local,N/A
816,816,local,N/A
817,817,MCL/CIEL,N/A
817,817,local,N/A
818,818,local,N/A
819,819,MCL/CIEL,N/A
819,819,local,N/A
820,820,MCL/CIEL,N/A
820,820,local,N/A
821,821,local,N/A
822,822,MCL/CIEL,N/A
822,822,local,N/A
823,823,MCL/CIEL,N/A
823,823,local,N/A
824,824,local,N/A
825,825,MCL/CIEL,N/A
825,825,local,N/A
826,826,local,N/A
827,827,local,N/A
828,138961,MCL/CIEL,N/A
828,828,local,N/A
829,118731,MCL/CIEL,N/A
829,829,local,N/A
830,116399,MCL/CIEL,N/A
830,830,local,N/A
831,831,local,N/A
832,832,MCL/CIEL,N/A
832,832,local,N/A
833,833,local,N/A
834,834,local,N/A
835,835,local,N/A
835,124650,MCL/CIEL,N/A
836,117543,MCL/CIEL,N/A
836,836,local,N/A
837,837,MCL/CIEL,N/A
837,837,local,N/A
838,838,local,N/A
838,150144,MCL/CIEL,N/A
839,839,local,N/A
840,840,MCL/CIEL,N/A
840,840,local,N/A
841,841,local,N/A
842,139998,MCL/CIEL,N/A
842,842,local,N/A
843,843,local,N/A
843,843,MCL/CIEL,N/A
844,844,local,Coded
845,845,local,Coded
845,845,MCL/CIEL,Coded
846,846,local,Coded
846,846,MCL/CIEL,Coded
847,847,local,Coded
848,848,MCL/CIEL,Numeric
848,848,local,Numeric
849,849,local,Numeric
849,849,MCL/CIEL,Numeric
850,850,local,Numeric
851,851,local,Numeric
851,851,MCL/CIEL,Numeric
852,852,local,Coded
852,852,MCL/CIEL,Coded
853,853,local,Numeric
853,853,MCL/CIEL,Numeric
854,854,MCL/CIEL,Numeric
854,854,local,Numeric
855,855,MCL/CIEL,Numeric
855,855,local,Numeric
856,856,local,Numeric
856,856,MCL/CIEL,Numeric
857,857,local,Numeric
857,857,MCL/CIEL,Numeric
858,858,local,Coded
861,861,local,N/A
861,861,MCL/CIEL,N/A
864,864,MCL/CIEL,N/A
864,864,local,N/A
865,865,MCL/CIEL,N/A
867,116743,MCL/CIEL,N/A
867,867,local,N/A
868,135595,MCL/CIEL,N/A
868,868,MCL/CIEL,N/A
869,116130,MCL/CIEL,N/A
871,871,MCL/CIEL,N/A
871,871,local,N/A
873,873,MCL/CIEL,N/A
873,873,local,N/A
874,874,local,N/A
874,874,MCL/CIEL,N/A
877,877,local,Boolean
878,126319,MCL/CIEL,N/A
879,136455,MCL/CIEL,N/A
879,879,MCL/CIEL,N/A
880,113224,MCL/CIEL,N/A
880,121692,MCL/CIEL,N/A
881,118789,MCL/CIEL,N/A
881,881,local,N/A
881,125225,MCL/CIEL,N/A
882,882,local,N/A
882,882,MCL/CIEL,N/A
884,884,MCL/CIEL,N/A
884,884,local,N/A
885,885,local,Coded
885,885,MCL/CIEL,Coded
886,886,MCL/CIEL,N/A
886,886,local,N/A
887,887,MCL/CIEL,Numeric
887,887,local,Numeric
888,888,local,N/A
888,123038,MCL/CIEL,N/A
889,889,MCL/CIEL,Coded
890,116344,MCL/CIEL,N/A
891,114190,MCL/CIEL,N/A
892,892,MCL/CIEL,N/A
892,892,local,N/A
893,117767,MCL/CIEL,N/A
893,893,local,N/A
894,149197,MCL/CIEL,N/A
896,138434,MCL/CIEL,N/A
899,140608,MCL/CIEL,N/A
901,127990,MCL/CIEL,N/A
901,901,local,N/A
902,902,local,N/A
902,902,MCL/CIEL,N/A
903,117399,MCL/CIEL,N/A
903,903,local,N/A
903,117401,MCL/CIEL,N/A
905,117242,MCL/CIEL,Coded
907,907,local,N/A
907,907,MCL/CIEL,N/A
908,908,MCL/CIEL,Coded
908,908,local,Coded
908,192,MCL/CIEL,Coded
909,909,MCL/CIEL,Coded
909,909,local,Coded
910,910,local,N/A
911,911,local,Coded
912,912,local,N/A
912,77897,MCL/CIEL,N/A
913,913,MCL/CIEL,N/A
913,913,local,N/A
914,73330,MCL/CIEL,N/A
914,914,local,N/A
915,85463,MCL/CIEL,N/A
915,915,local,N/A
916,916,local,N/A
916,105281,MCL/CIEL,N/A
917,917,MCL/CIEL,N/A
917,917,local,N/A
918,79831,MCL/CIEL,N/A
918,918,local,N/A
919,80945,MCL/CIEL,N/A
919,919,local,N/A
920,72822,MCL/CIEL,N/A
920,920,local,N/A
920,40820003,"SNOMED CT",N/A
920,2002,RxNorm,N/A
921,75015,MCL/CIEL,N/A
921,921,local,N/A
922,73628,MCL/CIEL,N/A
922,922,local,N/A
923,923,local,N/A
923,83075,MCL/CIEL,N/A
924,924,local,N/A
926,78476,MCL/CIEL,N/A
927,76558,MCL/CIEL,N/A
928,71101,MCL/CIEL,N/A
929,77675,MCL/CIEL,N/A
930,105224,MCL/CIEL,N/A
930,930,MCL/CIEL,N/A
931,931,MCL/CIEL,N/A
936,78764,MCL/CIEL,N/A
937,937,local,N/A
937,119525,MCL/CIEL,N/A
937,119508,MCL/CIEL,N/A
938,83920,MCL/CIEL,N/A
939,81600,MCL/CIEL,N/A
940,940,local,N/A
940,940,MCL/CIEL,N/A
941,70439,MCL/CIEL,N/A
941,941,local,N/A
942,82556,MCL/CIEL,N/A
943,85356,MCL/CIEL,N/A
944,944,MCL/CIEL,N/A
945,152492,MCL/CIEL,N/A
945,945,local,N/A
947,118536,MCL/CIEL,N/A
948,948,MCL/CIEL,N/A
948,948,local,N/A
949,948,MCL/CIEL,N/A
950,950,MCL/CIEL,N/A
951,951,MCL/CIEL,N/A
951,951,local,N/A
952,952,MCL/CIEL,Numeric
952,952,local,Numeric
953,953,local,N/A
953,953,MCL/CIEL,N/A
954,75858,MCL/CIEL,N/A
955,80133,MCL/CIEL,N/A
956,73048,MCL/CIEL,N/A
957,79053,MCL/CIEL,N/A
958,76174,MCL/CIEL,N/A
959,75161,MCL/CIEL,N/A
960,73624,MCL/CIEL,N/A
961,75875,MCL/CIEL,N/A
962,78338,MCL/CIEL,N/A
963,963,local,N/A
963,73006,MCL/CIEL,N/A
964,83477,MCL/CIEL,N/A
965,965,local,Boolean
965,965,MCL/CIEL,Boolean
966,966,local,Coded
966,966,MCL/CIEL,Coded
967,138905,MCL/CIEL,N/A
968,968,MCL/CIEL,N/A
968,968,local,N/A
969,969,MCL/CIEL,Coded
969,969,local,Coded
970,970,MCL/CIEL,N/A
970,970,local,N/A
971,971,local,N/A
971,971,MCL/CIEL,N/A
972,972,MCL/CIEL,N/A
972,972,local,N/A
973,973,MCL/CIEL,N/A
973,973,local,N/A
974,974,MCL/CIEL,N/A
974,974,local,N/A
975,975,local,Boolean
976,976,local,Boolean
976,976,MCL/CIEL,Boolean
977,977,local,N/A
977,977,MCL/CIEL,N/A
978,978,MCL/CIEL,N/A
978,978,local,N/A
979,979,MCL/CIEL,Coded
979,979,local,Coded
980,980,local,Numeric
980,980,MCL/CIEL,Numeric
981,981,MCL/CIEL,N/A
981,981,local,N/A
982,982,local,N/A
983,983,MCL/CIEL,N/A
983,983,local,N/A
984,984,local,Coded
984,984,MCL/CIEL,Coded
985,985,local,Coded
985,985,MCL/CIEL,Coded
986,986,MCL/CIEL,Coded
986,986,local,Coded
987,987,MCL/CIEL,N/A
987,987,local,N/A
988,988,local,N/A
988,988,MCL/CIEL,N/A
989,989,local,N/A
989,989,MCL/CIEL,N/A
990,990,MCL/CIEL,N/A
990,990,local,N/A
991,142630,MCL/CIEL,N/A
992,992,MCL/CIEL,N/A
993,111873,MCL/CIEL,N/A
994,994,MCL/CIEL,N/A
995,995,MCL/CIEL,N/A
996,996,MCL/CIEL,N/A
996,996,local,N/A
997,121255,MCL/CIEL,N/A
998,998,MCL/CIEL,N/A
999,999,MCL/CIEL,N/A
999,999,local,N/A
1000,161939,MCL/CIEL,N/A
1001,1001,MCL/CIEL,N/A
1002,1002,MCL/CIEL,N/A
1003,1003,MCL/CIEL,N/A
1004,1004,MCL/CIEL,N/A
1005,1005,MCL/CIEL,N/A
1006,1006,local,Numeric
1006,1006,MCL/CIEL,Numeric
1007,1007,MCL/CIEL,Numeric
1007,1007,local,Numeric
1008,1008,MCL/CIEL,Numeric
1008,1008,local,Numeric
1009,1009,local,Numeric
1009,1009,MCL/CIEL,Numeric
1010,1010,MCL/CIEL,N/A
1011,1011,local,Numeric
1011,1011,MCL/CIEL,Numeric
1012,1012,MCL/CIEL,Numeric
1012,1012,local,Numeric
1013,1013,MCL/CIEL,Numeric
1013,1013,local,Numeric
1014,1014,local,Numeric
1014,1014,MCL/CIEL,Numeric
1015,1015,MCL/CIEL,Numeric
1015,1015,local,Numeric
1016,1016,MCL/CIEL,Numeric
1016,1016,local,Numeric
1017,1017,MCL/CIEL,Numeric
1017,1017,local,Numeric
1018,1018,local,Numeric
1018,1018,MCL/CIEL,Numeric
1019,1019,local,N/A
1019,1019,MCL/CIEL,N/A
1020,1020,MCL/CIEL,Numeric
1021,1021,local,Numeric
1021,1021,MCL/CIEL,Numeric
1022,1022,local,Numeric
1022,1022,MCL/CIEL,Numeric
1023,1023,MCL/CIEL,Numeric
1023,1023,local,Numeric
1024,1024,MCL/CIEL,Numeric
1024,1024,local,Numeric
1025,1025,local,Numeric
1025,1025,MCL/CIEL,Numeric
1026,1026,MCL/CIEL,N/A
1027,1027,local,Numeric
1027,1027,MCL/CIEL,Numeric
1028,1028,MCL/CIEL,Numeric
1028,1028,local,Numeric
1029,1029,MCL/CIEL,Coded
1030,1030,MCL/CIEL,Coded
1030,1030,local,Coded
1031,1031,MCL/CIEL,Coded
1031,1031,local,Coded
1032,1032,MCL/CIEL,Coded
1032,1032,local,Coded
1033,1033,local,Numeric
1034,1034,local,Coded
1034,1034,MCL/CIEL,Coded
1035,1035,MCL/CIEL,Numeric
1035,1035,local,Numeric
1036,1036,MCL/CIEL,Numeric
1036,1036,local,Numeric
1037,1037,MCL/CIEL,Numeric
1038,1038,MCL/CIEL,Coded
1038,1038,local,Coded
1039,1039,MCL/CIEL,Coded
1039,1039,local,Coded
1040,1040,MCL/CIEL,Coded
1040,1040,local,Coded
1041,1041,MCL/CIEL,Numeric
1041,1041,local,Numeric
1042,1042,local,Coded
1042,1042,MCL/CIEL,Coded
1043,1043,local,Numeric
1044,1044,local,Numeric
1045,1045,local,Numeric
1045,1045,MCL/CIEL,Numeric
1046,1046,MCL/CIEL,Coded
1046,1046,local,Coded
1047,1047,MCL/CIEL,Coded
1047,1047,local,Coded
1048,1048,local,Boolean
1048,1048,MCL/CIEL,Boolean
1049,1049,MCL/CIEL,N/A
1049,1049,local,N/A
1050,1050,local,N/A
1050,1050,MCL/CIEL,N/A
1051,1051,MCL/CIEL,N/A
1051,1051,local,N/A
1052,1052,MCL/CIEL,N/A
1052,1052,local,N/A
