concept_id,code,source,datatype
1600,1600,local,N/A
1601,1601,local,N/A
1602,1602,local,N/A
1603,1603,local,N/A
1604,159785,MCL/CIEL,N/A
1604,1604,local,N/A
1605,1712,MCL/CIEL,Coded
1605,1605,local,Coded
1606,1606,local,N/A
1607,1607,local,Coded
1608,1608,local,Coded
1609,1609,local,Coded
1610,1610,local,Coded
1611,1611,local,Coded
1612,1612,local,Boolean
1613,1613,local,Boolean
1614,1614,local,N/A
1615,1615,local,N/A
1616,1616,local,N/A
1617,1617,local,N/A
1618,1618,local,Coded
1619,1619,local,N/A
1620,1620,local,N/A
1621,1621,local,N/A
1622,1622,local,N/A
1623,1623,local,Coded
1624,1624,local,N/A
1625,1625,local,Coded
1626,1626,local,Numeric
1627,1627,local,N/A
1628,1628,local,N/A
1629,1629,local,Coded
1630,1630,local,Coded
1631,1631,local,Coded
1632,1632,local,Coded
1633,1633,local,Boolean
1633,160533,MCL/CIEL,Boolean
1634,1634,local,Boolean
1635,1635,local,N/A
1636,1636,local,N/A
1637,1637,local,Coded
1639,1639,local,N/A
1640,1640,local,N/A
1641,1641,local,N/A
1642,1642,local,N/A
1643,1643,local,Coded
1644,1644,local,Boolean
1644,159398,MCL/CIEL,Boolean
1645,1645,local,Coded
1646,1646,local,N/A
1647,160586,MCL/CIEL,N/A
1647,1647,local,N/A
1648,160587,MCL/CIEL,N/A
1648,1648,local,N/A
1649,1649,local,N/A
1650,1650,local,N/A
1651,1651,local,N/A
1652,1652,local,Coded
1653,1653,local,Coded
1654,1654,local,Coded
1655,1655,local,Coded
1656,1656,local,N/A
1657,1657,local,Coded
1658,1658,local,Numeric
1659,1659,local,Numeric
1660,1660,local,Boolean
1661,1661,local,Boolean
1662,1662,local,N/A
1663,1663,local,N/A
1664,121764,MCL/CIEL,Boolean
1664,1664,local,Boolean
1665,1665,local,N/A
1666,160589,MCL/CIEL,N/A
1666,1666,local,N/A
1667,1667,local,N/A
1668,160582,MCL/CIEL,Coded
1668,1668,local,Coded
1669,1669,local,N/A
1670,1670,local,N/A
1671,1671,local,N/A
1672,1672,local,N/A
1672,1527,MCL/CIEL,N/A
1673,1673,local,N/A
1674,1674,local,Coded
1675,1560,MCL/CIEL,Coded
1675,1675,local,Coded
1676,1676,local,Numeric
1677,160739,MCL/CIEL,Date
1677,1677,local,Date
1678,1678,local,Boolean
1679,1679,local,N/A
1680,1680,local,N/A
1681,1681,local,N/A
1682,1682,local,N/A
1683,1683,local,N/A
1684,1684,local,Coded
1685,1685,local,Coded
1685,159453,MCL/CIEL,Coded
1686,1686,local,Boolean
1687,1687,local,N/A
1687,5488,MCL/CIEL,N/A
1688,1688,local,Coded
1689,1689,local,Coded
1690,1690,local,Coded
1691,1691,local,Coded
1692,1692,local,Coded
1693,1693,local,Time
1694,1694,local,Time
1695,1695,local,Coded
1696,1696,local,Numeric
1697,1697,local,Coded
1698,1698,local,Numeric
1699,1699,local,Coded
1700,1700,local,Numeric
1701,1701,local,Numeric
1702,1702,local,Numeric
1703,1703,local,N/A
1704,1704,local,N/A
1705,1705,local,Coded
1706,1706,local,N/A
1707,1707,local,N/A
1708,1708,local,N/A
1709,1709,local,N/A
1710,1710,local,Coded
1711,1711,local,Numeric
1712,1712,local,Numeric
1713,1713,local,Numeric
1714,1714,local,N/A
1715,1715,local,Coded
1716,1716,local,N/A
1717,1717,local,Coded
1718,1718,local,Numeric
1719,1719,local,Numeric
1720,1720,local,N/A
1721,1721,local,N/A
1722,1722,local,N/A
1723,1723,local,N/A
1724,1724,local,Coded
1725,1725,local,Coded
1726,1726,local,N/A
1727,148531,MCL/CIEL,N/A
1728,1728,local,Numeric
1729,1729,local,Numeric
1730,1730,local,N/A
1731,1731,local,Text
1732,1732,local,N/A
1733,1733,local,Coded
1733,159796,MCL/CIEL,Coded
1734,1734,local,Coded
1735,1735,local,Boolean
1736,1736,local,Text
1737,1737,local,Numeric
1739,1739,local,N/A
1740,1740,local,Coded
1741,1741,local,Text
1741,1526,MCL/CIEL,Text
1742,1742,local,Coded
1743,1743,local,N/A
1743,1498,MCL/CIEL,N/A
1744,1499,MCL/CIEL,N/A
1744,1744,local,N/A
1745,1500,MCL/CIEL,N/A
1745,1745,local,N/A
1746,1746,local,Coded
1747,1747,local,Numeric
1748,1748,local,N/A
1749,1749,local,N/A
1750,1750,local,N/A
1751,1751,local,Coded
1752,1752,local,Coded
1753,1753,local,N/A
1754,1754,local,N/A
1755,1755,local,N/A
