concept_id,code,source,datatype,source_code
117655,117655,CIEL,N/A,117655CIEL
117671,117671,CIEL,Coded,117671CIEL
117772,117772,CIEL,N/A,117772CIEL
117829,117829,CIEL,N/A,117829CIEL
117889,117889,CIEL,N/A,117889CIEL
160571,118185001,"SNOMED NP",N/A,"118185001SNOMED NP"
118393,118393,CIEL,N/A,118393CIEL
111633,11857,"IMO ProblemIT",N/A,"11857IMO ProblemIT"
1185,1185,AMPATH,N/A,1185AMPATH
1185,1185,CIEL,N/A,1185CIEL
118645,118645,CIEL,N/A,118645CIEL
118688,118688,CIEL,N/A,118688CIEL
118771,118771,CIEL,N/A,118771CIEL
118794,118794,CIEL,N/A,118794CIEL
142075,118934005,"SNOMED CT",N/A,"118934005SNOMED CT"
142073,118935006,"SNOMED CT",N/A,"118935006SNOMED CT"
118938,118938,CIEL,N/A,118938CIEL
118983,118983,CIEL,Coded,118983CIEL
118990,118990,CIEL,N/A,118990CIEL
119021,119021,CIEL,N/A,119021CIEL
119022,119022,CIEL,N/A,119022CIEL
119209,119209,CIEL,N/A,119209CIEL
119429,119429,CIEL,N/A,119429CIEL
119481,119481,CIEL,Coded,119481CIEL
119525,119525,CIEL,N/A,119525CIEL
119537,119537,CIEL,N/A,119537CIEL
119558,119558,CIEL,N/A,119558CIEL
120069,120069,CIEL,N/A,120069CIEL
120345,120345,CIEL,N/A,120345CIEL
1204,1204,AMPATH,N/A,1204AMPATH
1204,1204,CIEL,N/A,1204CIEL
1204,1204,PIH,N/A,1204PIH
1205,1205,AMPATH,N/A,1205AMPATH
1205,1205,CIEL,N/A,1205CIEL
1205,1205,PIH,N/A,1205PIH
120615,120615,CIEL,N/A,120615CIEL
71709,120619002,"SNOMED CT",N/A,"120619002SNOMED CT"
1206,1206,AMPATH,N/A,1206AMPATH
1206,1206,CIEL,N/A,1206CIEL
1206,1206,PIH,N/A,1206PIH
120749,120749,CIEL,N/A,120749CIEL
148580,12075,"IMO ProblemIT",N/A,"12075IMO ProblemIT"
120768,120768,CIEL,N/A,120768CIEL
1207,1207,AMPATH,N/A,1207AMPATH
1207,1207,CIEL,N/A,1207CIEL
1207,1207,PIH,N/A,1207PIH
120939,120939,CIEL,N/A,120939CIEL
80945,12096000,"SNOMED CT",N/A,"12096000SNOMED CT"
120,120,AMPATH,N/A,120AMPATH
120,120,CIEL,N/A,120CIEL
121347,121347,CIEL,N/A,121347CIEL
121375,121375,CIEL,Coded,121375CIEL
121629,121629,CIEL,N/A,121629CIEL
121689,121689,CIEL,N/A,121689CIEL
121692,121692,CIEL,N/A,121692CIEL
1220,12201000105000,"SNOMED MVP",N/A,"12201000105000SNOMED MVP"
122088,122088,CIEL,N/A,122088CIEL
1220,1220,AMPATH,N/A,1220AMPATH
1220,1220,CIEL,N/A,1220CIEL
1221,12211000105002,"SNOMED MVP",N/A,"12211000105002SNOMED MVP"
1221,1221,AMPATH,N/A,1221AMPATH
1221,1221,CIEL,N/A,1221CIEL
79782,1222004,"SNOMED CT",N/A,"1222004SNOMED CT"
1222,12221000105008,"SNOMED MVP",N/A,"12221000105008SNOMED MVP"
1222,1222,AMPATH,N/A,1222AMPATH
1222,1222,CIEL,N/A,1222CIEL
1223,12231000105006,"SNOMED MVP",N/A,"12231000105006SNOMED MVP"
1223,1223,AMPATH,N/A,1223AMPATH
1223,1223,CIEL,N/A,1223CIEL
122496,122496,CIEL,Coded,122496CIEL
122499,122499,CIEL,N/A,122499CIEL
450,1227,AMPATH,N/A,1227AMPATH
122843,122843,CIEL,N/A,122843CIEL
122863,122863,CIEL,N/A,122863CIEL
122888,122888,CIEL,N/A,122888CIEL
1228,1228,AMPATH,N/A,1228AMPATH
1228,1228,CIEL,N/A,1228CIEL
122911,122911,CIEL,N/A,122911CIEL
122936,122936,CIEL,N/A,122936CIEL
122959,122959,CIEL,N/A,122959CIEL
122983,122983,CIEL,Coded,122983CIEL
1229,1229,AMPATH,N/A,1229AMPATH
1229,1229,CIEL,N/A,1229CIEL
1304,123038009,"SNOMED NP",N/A,"123038009SNOMED NP"
123093,123093,CIEL,N/A,123093CIEL
123098,123098,CIEL,N/A,123098CIEL
123358,123358,CIEL,N/A,123358CIEL
123396,123396,CIEL,N/A,123396CIEL
123460,123460,CIEL,N/A,123460CIEL
123468,123468,CIEL,N/A,123468CIEL
123529,123529,CIEL,N/A,123529CIEL
123560,123560,CIEL,N/A,123560CIEL
123565,123565,CIEL,N/A,123565CIEL
123583,123583,CIEL,N/A,123583CIEL
154964,123592004,"SNOMED CT",N/A,"123592004SNOMED CT"
123843,123843,CIEL,N/A,123843CIEL
123876,123876,CIEL,N/A,123876CIEL
123944,123944,CIEL,N/A,123944CIEL
116128,123,AMPATH,N/A,123AMPATH
116128,123,PIH,N/A,123PIH
116128,123,"PIH Malawi",N/A,"123PIH Malawi"
124068,124068,CIEL,Coded,124068CIEL
71916,1240,AMPATH,N/A,1240AMPATH
124165,124165,CIEL,N/A,124165CIEL
77696,1243,AMPATH,N/A,1243AMPATH
81041,1244,AMPATH,N/A,1244AMPATH
124601,124601,CIEL,N/A,124601CIEL
124605,124605,CIEL,N/A,124605CIEL
124637,124637,CIEL,N/A,124637CIEL
124640,124640,CIEL,N/A,124640CIEL
124650,124650,CIEL,N/A,124650CIEL
124653,124653,CIEL,N/A,124653CIEL
124654,124654,CIEL,N/A,124654CIEL
124665,124665,CIEL,N/A,124665CIEL
124728,124728,CIEL,N/A,124728CIEL
1249,12491000105009,"SNOMED MVP",N/A,"12491000105009SNOMED MVP"
124994,124994,CIEL,Coded,124994CIEL
124997,124997,CIEL,N/A,124997CIEL
1249,1249,AMPATH,N/A,1249AMPATH
1249,1249,CIEL,N/A,1249CIEL
125198,125198,CIEL,N/A,125198CIEL
125201,125201,CIEL,N/A,125201CIEL
125205,125205,CIEL,N/A,125205CIEL
125207,125207,CIEL,N/A,125207CIEL
125212,125212,CIEL,N/A,125212CIEL
125220,125220,CIEL,N/A,125220CIEL
125225,125225,CIEL,N/A,125225CIEL
125270,125270,CIEL,N/A,125270CIEL
116825,125601008,"SNOMED CT",N/A,"125601008SNOMED CT"
1256,12561000105002,"SNOMED MVP",N/A,"12561000105002SNOMED MVP"
131925,125661005,"SNOMED CT",N/A,"125661005SNOMED CT"
1256,1256,AMPATH,N/A,1256AMPATH
1256,1256,CIEL,N/A,1256CIEL
1256,1256,PIH,N/A,1256PIH
1057,125725006,"SNOMED CT",N/A,"125725006SNOMED CT"
1257,1257,AMPATH,N/A,1257AMPATH
1257,1257,CIEL,N/A,1257CIEL
1257,1257,PIH,N/A,1257PIH
125861,125861,CIEL,N/A,125861CIEL
125864,125864,CIEL,N/A,125864CIEL
125866,125866,CIEL,N/A,125866CIEL
1258,1258,AMPATH,N/A,1258AMPATH
1258,1258,CIEL,N/A,1258CIEL
981,1258,PIH,N/A,1258PIH
1259,1259,AMPATH,N/A,1259AMPATH
1259,1259,CIEL,N/A,1259CIEL
1260,1260,AMPATH,N/A,1260AMPATH
1260,1260,CIEL,N/A,1260CIEL
1260,1260,PIH,N/A,1260PIH
907,126112002,"SNOMED CT",N/A,"126112002SNOMED CT"
126127,126127,CIEL,N/A,126127CIEL
149077,12622,"IMO ProblemIT",N/A,"12622IMO ProblemIT"
126279,126279,CIEL,N/A,126279CIEL
126319,126319,CIEL,N/A,126319CIEL
126371,126371,CIEL,N/A,126371CIEL
126401,126401,CIEL,N/A,126401CIEL
123468,126485001,"SNOMED CT",N/A,"126485001SNOMED CT"
150626,12649,"IMO ProblemIT",N/A,"12649IMO ProblemIT"
126535,126535,CIEL,N/A,126535CIEL
126598,126598,CIEL,N/A,126598CIEL
126626,126626,CIEL,N/A,126626CIEL
126712,126712,CIEL,N/A,126712CIEL
1267,1267,AMPATH,N/A,1267AMPATH
1267,1267,CIEL,N/A,1267CIEL
145802,127086001,"SNOMED CT",Coded,"127086001SNOMED CT"
127221,127221,CIEL,N/A,127221CIEL
71793,1272,RxNORM,N/A,1272RxNORM
127481,127481,CIEL,N/A,127481CIEL
159524,1274,PIH,N/A,1274PIH
127532,127532,CIEL,N/A,127532CIEL
127639,127639,CIEL,N/A,127639CIEL
127640,127640,CIEL,N/A,127640CIEL
127750,127750,CIEL,Boolean,127750CIEL
127777,127777,CIEL,N/A,127777CIEL
127784,127784,CIEL,N/A,127784CIEL
127817,127817,CIEL,N/A,127817CIEL
5617,127848009,"SNOMED CT",N/A,"127848009SNOMED CT"
162221,127848009,"SNOMED NP",N/A,"127848009SNOMED NP"
127904,127904,CIEL,N/A,127904CIEL
134,128045006,"SNOMED CT",N/A,"128045006SNOMED CT"
155468,128117002,"SNOMED CT",N/A,"128117002SNOMED CT"
128141,128141,CIEL,N/A,128141CIEL
128223,128223,CIEL,N/A,128223CIEL
128225,128225,CIEL,N/A,128225CIEL
145240,128287004,"SNOMED CT",N/A,"128287004SNOMED CT"
128310,128310,CIEL,N/A,128310CIEL
128311,128311,CIEL,N/A,128311CIEL
128316,128316,CIEL,N/A,128316CIEL
128318,128318,CIEL,N/A,128318CIEL
119429,128333008,"SNOMED CT",N/A,"128333008SNOMED CT"
1283,1283,AMPATH,N/A,1283AMPATH
1283,1283,CIEL,N/A,1283CIEL
128423,128423,CIEL,N/A,128423CIEL
128311,12889,"IMO ProblemIT",N/A,"12889IMO ProblemIT"
1288,1288,AMPATH,Coded,1288AMPATH
1288,1288,CIEL,Coded,1288CIEL
159464,129014002,"SNOMED CT",N/A,"129014002SNOMED CT"
129161,129161,CIEL,N/A,129161CIEL
128310,12928,"IMO ProblemIT",N/A,"12928IMO ProblemIT"
129369,129369,CIEL,N/A,129369CIEL
129406,129406,CIEL,N/A,129406CIEL
129407,129407,CIEL,N/A,129407CIEL
79040,129475001,"SNOMED CT",N/A,"129475001SNOMED CT"
162200,129475001,"SNOMED NP",N/A,"129475001SNOMED NP"
1294,1294,AMPATH,N/A,1294AMPATH
1294,1294,CIEL,N/A,1294CIEL
121692,129,AMPATH,N/A,129AMPATH
12,12,AMPATH,Coded,12AMPATH
12,12,CIEL,Coded,12CIEL
130059,130059,CIEL,N/A,130059CIEL
1301,1301,AMPATH,N/A,1301AMPATH
1301,1301,CIEL,N/A,1301CIEL
130238,130238,CIEL,N/A,130238CIEL
1302,1302,AMPATH,N/A,1302AMPATH
1302,1302,CIEL,N/A,1302CIEL
130305,130305,CIEL,N/A,130305CIEL
1304,13041000105002,"SNOMED MVP",N/A,"13041000105002SNOMED MVP"
130473,130473,CIEL,N/A,130473CIEL
1304,1304,AMPATH,N/A,1304AMPATH
1304,1304,CIEL,N/A,1304CIEL
1539,1305,PIH,N/A,1305PIH
130628,130628,CIEL,N/A,130628CIEL
1538,1306,PIH,N/A,1306PIH
130792,130792,CIEL,N/A,130792CIEL
159465,1307,PIH,N/A,1307PIH
1539,1308,PIH,N/A,1308PIH
130908,130908,CIEL,N/A,130908CIEL
130987,130987,CIEL,N/A,130987CIEL
131008,131008,CIEL,N/A,131008CIEL
131009,131009,CIEL,N/A,131009CIEL
131015,131015,CIEL,N/A,131015CIEL
131018,131018,CIEL,N/A,131018CIEL
131020,131020,CIEL,N/A,131020CIEL
131028,131028,CIEL,N/A,131028CIEL
131034,131034,CIEL,N/A,131034CIEL
131036,131036,CIEL,N/A,131036CIEL
131040,131040,CIEL,N/A,131040CIEL
131113,131113,CIEL,N/A,131113CIEL
131115,131115,CIEL,N/A,131115CIEL
147241,131148009,"SNOMED CT",N/A,"131148009SNOMED CT"
1229,131194007,"SNOMED CT",N/A,"131194007SNOMED CT"
131377,131377,CIEL,N/A,131377CIEL
131694,131694,CIEL,N/A,131694CIEL
131730,131730,CIEL,N/A,131730CIEL
131746,131746,CIEL,N/A,131746CIEL
131749,131749,CIEL,N/A,131749CIEL
131788,131788,CIEL,N/A,131788CIEL
1056,13184001,"SNOMED CT",N/A,"13184001SNOMED CT"
131925,131925,CIEL,N/A,131925CIEL
119558,131,AMPATH,N/A,131AMPATH
119558,131,PIH,N/A,131PIH
114262,13200003,"SNOMED CT",N/A,"13200003SNOMED CT"
132089,132089,CIEL,N/A,132089CIEL
132387,132387,CIEL,N/A,132387CIEL
132630,132630,CIEL,N/A,132630CIEL
132648,132648,CIEL,N/A,132648CIEL
132650,132650,CIEL,N/A,132650CIEL
132652,132652,CIEL,N/A,132652CIEL
132653,132653,CIEL,N/A,132653CIEL
132654,132654,CIEL,N/A,132654CIEL
132681,132681,CIEL,N/A,132681CIEL
71162,133008,RxNORM,N/A,133008RxNORM
133027,133027,CIEL,Boolean,133027CIEL
133028,133028,CIEL,N/A,133028CIEL
133082,133082,CIEL,N/A,133082CIEL
133467,133467,CIEL,N/A,133467CIEL
133469,133469,CIEL,N/A,133469CIEL
133473,133473,CIEL,N/A,133473CIEL
133487,133487,CIEL,N/A,133487CIEL
133497,133497,CIEL,N/A,133497CIEL
133502,133502,CIEL,N/A,133502CIEL
133632,133632,CIEL,N/A,133632CIEL
117772,133,AMPATH,N/A,133AMPATH
134026,134026,CIEL,N/A,134026CIEL
134106,134106,CIEL,N/A,134106CIEL
72990,13414000,"SNOMED CT",N/A,"13414000SNOMED CT"
155554,134407002,"SNOMED CT",N/A,"134407002SNOMED CT"
80487,134527,RxNORM,N/A,134527RxNORM
817,134571004,"SNOMED CT",N/A,"134571004SNOMED CT"
794,134573001,"SNOMED CT",N/A,"134573001SNOMED CT"
162200,134573001,"SNOMED NP",N/A,"134573001SNOMED NP"
134643,134643,CIEL,N/A,134643CIEL
141647,13466009,"SNOMED CT",N/A,"13466009SNOMED CT"
42,1347,PIH,Boolean,1347PIH
71916,1347,RxNORM,N/A,1347RxNORM
81067,134933,RxNORM,N/A,134933RxNORM
134,134,AMPATH,N/A,134AMPATH
134,134,CIEL,N/A,134CIEL
882,1351,PIH,N/A,1351PIH
5339,1352,PIH,N/A,1352PIH
135367,135367,CIEL,N/A,135367CIEL
135462,135462,CIEL,N/A,135462CIEL
135480,135480,CIEL,N/A,135480CIEL
135488,135488,CIEL,N/A,135488CIEL
149856,1354,PIH,N/A,1354PIH
135585,135585,CIEL,N/A,135585CIEL
135586,135586,CIEL,N/A,135586CIEL
135595,135595,CIEL,N/A,135595CIEL
135603,135603,CIEL,N/A,135603CIEL
135695,135695,CIEL,N/A,135695CIEL
135704,135704,CIEL,N/A,135704CIEL
135761,135761,CIEL,N/A,135761CIEL
135764,135764,CIEL,N/A,135764CIEL
82900,13592004,"SNOMED CT",N/A,"13592004SNOMED CT"
135966,135966,CIEL,N/A,135966CIEL
135994,135994,CIEL,N/A,135994CIEL
1359,1359,CIEL,Boolean,1359CIEL
1294,1359,PIH,N/A,1359PIH
1360,13601000105006,"SNOMED MVP",Boolean,"13601000105006SNOMED MVP"
1360,1360,CIEL,Boolean,1360CIEL
113517,1360,PIH,N/A,1360PIH
136163,136163,CIEL,N/A,136163CIEL
136245,136245,CIEL,N/A,136245CIEL
1362,1362,CIEL,Boolean,1362CIEL
160442,1362,"PIH Malawi",N/A,"1362PIH Malawi"
136324,136324,CIEL,N/A,136324CIEL
1363,1363,CIEL,Boolean,1363CIEL
136409,136409,CIEL,N/A,136409CIEL
136443,136443,CIEL,N/A,136443CIEL
1364,1364,CIEL,Boolean,1364CIEL
136515,136515,CIEL,N/A,136515CIEL
136518,136518,CIEL,N/A,136518CIEL
136756,136756,CIEL,N/A,136756CIEL
120749,136,AMPATH,N/A,136AMPATH
120749,136,PIH,N/A,136PIH
137162,137162,CIEL,N/A,137162CIEL
1371,1371,CIEL,Boolean,1371CIEL
137262,137262,CIEL,N/A,137262CIEL
1372,1372,CIEL,Boolean,1372CIEL
1373,1373,CIEL,Boolean,1373CIEL
1374,1374,CIEL,Boolean,1374CIEL
121375,137,AMPATH,Coded,137AMPATH
138235,138235,CIEL,N/A,138235CIEL
138554,138554,CIEL,N/A,138554CIEL
138571,138571,CIEL,N/A,138571CIEL
138609,138609,CIEL,N/A,138609CIEL
138689,138689,CIEL,N/A,138689CIEL
138692,138692,CIEL,N/A,138692CIEL
138837,138837,CIEL,N/A,138837CIEL
71916,1389007,"SNOMED CT",N/A,"1389007SNOMED CT"
139006,139006,CIEL,N/A,139006CIEL
139059,139059,CIEL,N/A,139059CIEL
139080,139080,CIEL,N/A,139080CIEL
139081,139081,CIEL,N/A,139081CIEL
139083,139083,CIEL,N/A,139083CIEL
139084,139084,CIEL,N/A,139084CIEL
139100,139100,CIEL,N/A,139100CIEL
139115,139115,CIEL,N/A,139115CIEL
139117,139117,CIEL,N/A,139117CIEL
139146,139146,CIEL,N/A,139146CIEL
139174,139174,CIEL,N/A,139174CIEL
84239,13929005,"SNOMED CT",N/A,"13929005SNOMED CT"
139505,139505,CIEL,N/A,139505CIEL
139514,139514,CIEL,N/A,139514CIEL
139534,139534,CIEL,N/A,139534CIEL
139546,139546,CIEL,N/A,139546CIEL
139547,139547,CIEL,N/A,139547CIEL
139584,139584,CIEL,N/A,139584CIEL
139983,139983,CIEL,N/A,139983CIEL
115285,1399,AMPATH,N/A,1399AMPATH
780,13,AMPATH,N/A,13AMPATH
140070,140070,CIEL,N/A,140070CIEL
5484,1400,PIH,Coded,1400PIH
140101,140101,CIEL,N/A,140101CIEL
140125,140125,CIEL,N/A,140125CIEL
140237,140237,CIEL,N/A,140237CIEL
140238,140238,CIEL,Coded,140238CIEL
140471,140471,CIEL,N/A,140471CIEL
140485,140485,CIEL,Coded,140485CIEL
159464,1404,PIH,N/A,1404PIH
140501,140501,CIEL,Boolean,140501CIEL
1405,1405,CIEL,Boolean,1405CIEL
140707,140707,CIEL,N/A,140707CIEL
140814,140814,CIEL,N/A,140814CIEL
1363,1408,PIH,Boolean,1408PIH
140936,140936,CIEL,N/A,140936CIEL
140937,140937,CIEL,N/A,140937CIEL
140941,140941,CIEL,N/A,140941CIEL
140947,140947,CIEL,N/A,140947CIEL
1364,1409,PIH,Boolean,1409PIH
141067,141067,CIEL,N/A,141067CIEL
141128,141128,CIEL,N/A,141128CIEL
141413,141413,CIEL,N/A,141413CIEL
141584,141584,CIEL,N/A,141584CIEL
141585,141585,CIEL,N/A,141585CIEL
141586,141586,CIEL,N/A,141586CIEL
141597,141597,CIEL,N/A,141597CIEL
141600,141600,CIEL,N/A,141600CIEL
141647,141647,CIEL,N/A,141647CIEL
141692,141692,CIEL,N/A,141692CIEL
141710,141710,CIEL,N/A,141710CIEL
141829,141829,CIEL,N/A,141829CIEL
141830,141830,CIEL,N/A,141830CIEL
141,141,AMPATH,N/A,141AMPATH
141,141,CIEL,N/A,141CIEL
141,141,PIH,N/A,141PIH
142073,142073,CIEL,N/A,142073CIEL
142075,142075,CIEL,N/A,142075CIEL
142126,142126,CIEL,N/A,142126CIEL
142177,142177,CIEL,Boolean,142177CIEL
1294,14232007,"SNOMED CT",N/A,"14232007SNOMED CT"
142412,142412,CIEL,Coded,142412CIEL
142630,142630,CIEL,N/A,142630CIEL
142903,142903,CIEL,N/A,142903CIEL
5485,1429,PIH,N/A,1429PIH
121689,142,AMPATH,N/A,142AMPATH
143172,143172,CIEL,N/A,143172CIEL
143264,143264,CIEL,Coded,143264CIEL
1149,1432,PIH,Coded,1432PIH
129407,1433,AMPATH,N/A,1433AMPATH
143464,143464,CIEL,N/A,143464CIEL
159598,1434,AMPATH,N/A,1434AMPATH
1434,1434,CIEL,Boolean,1434CIEL
143569,143569,CIEL,N/A,143569CIEL
146513,1435,AMPATH,N/A,1435AMPATH
143604,143604,CIEL,N/A,143604CIEL
143616,143616,CIEL,N/A,143616CIEL
123468,1437,AMPATH,N/A,1437AMPATH
143928,143928,CIEL,N/A,143928CIEL
117829,1439,AMPATH,N/A,1439AMPATH
116225,143,AMPATH,N/A,143AMPATH
144046,144046,CIEL,N/A,144046CIEL
153608,1440,AMPATH,N/A,1440AMPATH
148762,1441,AMPATH,N/A,1441AMPATH
124637,1442,AMPATH,N/A,1442AMPATH
307,1444,PIH,Coded,1444PIH
144620,144620,CIEL,N/A,144620CIEL
135761,1446,AMPATH,N/A,1446AMPATH
5576,1446,PIH,Boolean,1446PIH
139505,1447,AMPATH,N/A,1447AMPATH
1447,1447,CIEL,N/A,1447CIEL
124654,144,AMPATH,N/A,144AMPATH
145240,145240,CIEL,N/A,145240CIEL
145333,145333,CIEL,N/A,145333CIEL
123583,1453,AMPATH,N/A,1453AMPATH
145443,145443,CIEL,N/A,145443CIEL
145455,145455,CIEL,N/A,145455CIEL
145461,145461,CIEL,N/A,145461CIEL
145519,145519,CIEL,N/A,145519CIEL
119525,14560005,"SNOMED CT",N/A,"14560005SNOMED CT"
145659,145659,CIEL,N/A,145659CIEL
145672,145672,CIEL,N/A,145672CIEL
145740,145740,CIEL,N/A,145740CIEL
145762,145762,CIEL,N/A,145762CIEL
112171,1457,AMPATH,N/A,1457AMPATH
145802,145802,CIEL,Coded,145802CIEL
145994,145994,CIEL,N/A,145994CIEL
1459,1459,CIEL,Boolean,1459CIEL
159405,1459,PIH,N/A,1459PIH
115753,1460,AMPATH,N/A,1460AMPATH
146419,146419,CIEL,N/A,146419CIEL
146513,146513,CIEL,N/A,146513CIEL
146517,146517,CIEL,N/A,146517CIEL
146520,146520,CIEL,N/A,146520CIEL
146627,146627,CIEL,N/A,146627CIEL
148649,14664,"IMO ProblemIT",N/A,"14664IMO ProblemIT"
148647,14665,"IMO ProblemIT",N/A,"14665IMO ProblemIT"
148648,14666,"IMO ProblemIT",N/A,"14666IMO ProblemIT"
159463,14679004,"SNOMED NP",N/A,"14679004SNOMED NP"
124601,1468,AMPATH,N/A,1468AMPATH
1469,14691000105003,"SNOMED MVP",N/A,"14691000105003SNOMED MVP"
146934,146934,CIEL,N/A,146934CIEL
1469,1469,CIEL,N/A,1469CIEL
1470,14701000105003,"SNOMED MVP",N/A,"14701000105003SNOMED MVP"
145455,1470,AMPATH,N/A,1470AMPATH
1470,1470,CIEL,N/A,1470CIEL
147104,147104,CIEL,N/A,147104CIEL
1471,14711000105000,"SNOMED MVP",N/A,"14711000105000SNOMED MVP"
1471,1471,CIEL,N/A,1471CIEL
147232,147232,CIEL,Coded,147232CIEL
147241,147241,CIEL,N/A,147241CIEL
147267,147267,CIEL,N/A,147267CIEL
1472,1472,CIEL,N/A,1472CIEL
147326,147326,CIEL,N/A,147326CIEL
147370,147370,CIEL,N/A,147370CIEL
996,14760008,"SNOMED CT",N/A,"14760008SNOMED CT"
115779,1477,AMPATH,N/A,1477AMPATH
148030,148030,CIEL,N/A,148030CIEL
148031,148031,CIEL,N/A,148031CIEL
148035,148035,CIEL,N/A,148035CIEL
5356,1480,PIH,Coded,1480PIH
148140,148140,CIEL,N/A,148140CIEL
148175,148175,CIEL,N/A,148175CIEL
160631,1482,PIH,N/A,1482PIH
127750,1483,PIH,Boolean,1483PIH
1434,1484,AMPATH,Boolean,1484AMPATH
148503,148503,CIEL,N/A,148503CIEL
148580,148580,CIEL,N/A,148580CIEL
148647,148647,CIEL,N/A,148647CIEL
148648,148648,CIEL,N/A,148648CIEL
148649,148649,CIEL,N/A,148649CIEL
148651,148651,CIEL,N/A,148651CIEL
148762,148762,CIEL,N/A,148762CIEL
1488,1488,CIEL,N/A,1488CIEL
148900,148900,CIEL,N/A,148900CIEL
147232,1489,AMPATH,Coded,1489AMPATH
1489,1489,CIEL,N/A,1489CIEL
149077,149077,CIEL,N/A,149077CIEL
149078,149078,CIEL,N/A,149078CIEL
149342,149342,CIEL,N/A,149342CIEL
149478,149478,CIEL,N/A,149478CIEL
1494,1494,CIEL,Boolean,1494CIEL
149600,149600,CIEL,N/A,149600CIEL
149856,149856,CIEL,N/A,149856CIEL
149893,149893,CIEL,N/A,149893CIEL
1498,1498,CIEL,N/A,1498CIEL
139505,15001843,3BT,N/A,150018433BT
115397,15004034,3BT,N/A,150040343BT
141692,15004142,3BT,N/A,150041423BT
155355,15004824,3BT,N/A,150048243BT
150144,150144,CIEL,N/A,150144CIEL
792,1502,PIH,N/A,1502PIH
150575,150575,CIEL,N/A,150575CIEL
160104,1505,PIH,N/A,1505PIH
150613,150613,CIEL,N/A,150613CIEL
150626,150626,CIEL,N/A,150626CIEL
150654,150654,CIEL,N/A,150654CIEL
150796,150796,CIEL,N/A,150796CIEL
1363,1507,AMPATH,Boolean,1507AMPATH
150898,150898,CIEL,N/A,150898CIEL
150915,150915,CIEL,Coded,150915CIEL
150916,150916,CIEL,N/A,150916CIEL
150917,150917,CIEL,N/A,150917CIEL
130305,150,AMPATH,N/A,150AMPATH
1131,1510,PIH,N/A,1510PIH
768,1512,PIH,N/A,1512PIH
111759,1513131,"IMO ProblemIT",N/A,"1513131IMO ProblemIT"
72120,1514,RxNORM,N/A,1514RxNORM
126279,1516952,"IMO ProblemIT",N/A,"1516952IMO ProblemIT"
151849,151849,CIEL,N/A,151849CIEL
151879,151879,CIEL,N/A,151879CIEL
151,151,AMPATH,N/A,151AMPATH
151,151,CIEL,N/A,151CIEL
152230,152230,CIEL,N/A,152230CIEL
159450,15240007,"SNOMED CT",N/A,"15240007SNOMED CT"
158358,1524488,"IMO ProblemIT",N/A,"1524488IMO ProblemIT"
160442,1524520,"IMO ProblemIT",N/A,"1524520IMO ProblemIT"
152503,152503,CIEL,N/A,152503CIEL
152526,152526,CIEL,N/A,152526CIEL
152230,1526918,"IMO ProblemIT",N/A,"1526918IMO ProblemIT"
152727,152727,CIEL,N/A,152727CIEL
152756,152756,CIEL,N/A,152756CIEL
160148,1527785,"IMO ProblemIT",N/A,"1527785IMO ProblemIT"
1527,1527,CIEL,N/A,1527CIEL
1528,1528,CIEL,N/A,1528CIEL
152953,152953,CIEL,N/A,152953CIEL
152973,152973,CIEL,N/A,152973CIEL
152,152,AMPATH,N/A,152AMPATH
152,152,CIEL,N/A,152CIEL
135966,1532509,"IMO ProblemIT",N/A,"1532509IMO ProblemIT"
153349,153349,CIEL,N/A,153349CIEL
141597,15335,"IMO ProblemIT",N/A,"15335IMO ProblemIT"
116743,15336,"IMO ProblemIT",N/A,"15336IMO ProblemIT"
72186,1533,RxNORM,N/A,1533RxNORM
1534,1534,CIEL,N/A,1534CIEL
153608,153608,CIEL,N/A,153608CIEL
159426,15362,"IMO ProblemIT",Coded,"15362IMO ProblemIT"
153714,153714,CIEL,N/A,153714CIEL
153740,153740,CIEL,N/A,153740CIEL
153864,153864,CIEL,N/A,153864CIEL
1538,1538,CIEL,N/A,1538CIEL
1539,1539,CIEL,N/A,1539CIEL
154015,154015,CIEL,N/A,154015CIEL
1540,1540,CIEL,N/A,1540CIEL
154169,154169,CIEL,N/A,154169CIEL
113496,154283005,"SNOMED NP",N/A,"154283005SNOMED NP"
154317,154317,CIEL,N/A,154317CIEL
154329,154329,CIEL,N/A,154329CIEL
154397,154397,CIEL,N/A,154397CIEL
5042,1547,PIH,N/A,1547PIH
5042,1547,"PIH Malawi",N/A,"1547PIH Malawi"
154909,154909,CIEL,N/A,154909CIEL
154944,154944,CIEL,N/A,154944CIEL
154948,154948,CIEL,N/A,154948CIEL
154964,154964,CIEL,N/A,154964CIEL
154983,154983,CIEL,N/A,154983CIEL
42,1549,PIH,Boolean,1549PIH
114262,154,AMPATH,N/A,154AMPATH
155029,155029,CIEL,N/A,155029CIEL
82930,155060,RxNORM,N/A,155060RxNORM
159450,1550,PIH,N/A,1550PIH
155231,155231,CIEL,N/A,155231CIEL
155355,155355,CIEL,N/A,155355CIEL
155392,155392,CIEL,N/A,155392CIEL
155468,155468,CIEL,N/A,155468CIEL
155495,155495,CIEL,N/A,155495CIEL
155496,155496,CIEL,N/A,155496CIEL
155554,155554,CIEL,N/A,155554CIEL
155940,155940,CIEL,N/A,155940CIEL
156046,156046,CIEL,N/A,156046CIEL
1560,1560,CIEL,Coded,1560CIEL
156113,156113,CIEL,N/A,156113CIEL
